analyse_id,analyse_code,analyse_libelle,sous_analyse_id,sous_code,sous_libelle,unit,data_type,domaine_analyse
35,AUTO,Auto-immun,3501,ANA,ANA,titres,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3502,ANTI-DSDNA,Anti-dsDNA,UI/mL,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3503,ANTI-ENA,Anti-ENA,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3504,ANTI-SM,Anti-Sm,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3505,ANTI-RNP,Anti-RNP,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3506,ANTI-SSA,Anti-SSA/Ro,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3507,ANTI-SSB,Anti-SSB/La,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3508,ANTI-SCL70,Anti-Scl70,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3509,ANTI-JO1,Anti-Jo1,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3510,ANTI-CCP,Anti-CCP,U/mL,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3511,RF,RF,UI/mL,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3512,ASLO,ASLO,UI/mL,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3513,ANCA,ANCA,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3514,ANTI-MPO,Anti-MPO,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3515,ANTI-PR3,Anti-PR3,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3516,ANTI-GBM,Anti-GBM,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3517,ANTI-MITO,Anti-mitochondrial,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3518,ANTI-SMTH,Anti-smooth muscle,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3519,ANTI-LKM,Anti-LKM,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3520,ANTI-PARI,Anti-parietal,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3521,ANTI-IF,Anti-intrinsic factor,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3522,ANTI-TTG,Anti-transglutaminase,U/mL,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3523,ANTI-ENDO,Anti-endomysium,-,NM,AUTO-IMMUN
35,AUTO,Auto-immun,3524,ANTI-GLI,Anti-gliadin,U/mL,NM,AUTO-IMMUN
36,MICRO,Microbiologie,3601,ECBU,ECBU,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3602,CSU,CSU,UFC/mL,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3603,HEMO,Hemoculture,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3604,HEMO-ANA,Hemoculture Ana,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3605,COPO,Coproculture,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3606,CSP,Culture crachats,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3607,LCR,LCR culture,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3608,LIQ,Liquid culture,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3609,PUS,Pus culture,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3610,PVC,Prélčvement vaginal avec culture,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3611,PU,Prélčvement urétral,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3612,SPER,Spermo culture,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3613,SWAB,Culture d’écouvillon,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3614,ANAER,Anaerobic culture,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3615,MYCULT,Mycobacteria culture,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3616,FUNG,Culture fongique,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3617,MYID,Mycobacteria ID,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3618,FUNGID,Fungi ID,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3619,AST_MICRO,Antibiogramme,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3620,CMI,CMI,µg/mL,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3621,CMB,CMB,µg/mL,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3622,BK,BK,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3623,GRAM,Gram,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3624,ZIEHL,Ziehl,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3625,INK,India ink,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3626,LP,Lactophenol,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3627,KOH,KOH,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3628,CAT,Catalase,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3629,COAG,Coagulase,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3630,OX,Oxydase,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3631,URE,Urease,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3632,IND,Indole,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3633,CIT,Citrate,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3634,BILE,Bile esculin,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3635,OPTO,Optochin,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3636,NOV,Novobiocin,-,NM,MICROBIOLOGIE
36,MICRO,Microbiologie,3637,BLAC,Beta-lactamase,-,NM,MICROBIOLOGIE
37,PATH,Pathologie,3701,BX,Biopsie standard,-,NM,PATHOLOGIE
37,PATH,Pathologie,3702,BXEX,Biopsie extemporanée,-,NM,PATHOLOGIE
37,PATH,Pathologie,3703,PCE,Pičce opératoire,-,NM,PATHOLOGIE
37,PATH,Pathologie,3704,CYT,Cytologie,-,NM,PATHOLOGIE
37,PATH,Pathologie,3705,FRO,Frottis,-,NM,PATHOLOGIE
37,PATH,Pathologie,3706,LBC,LBC,-,NM,PATHOLOGIE
37,PATH,Pathologie,3707,ACP,ACP,-,NM,PATHOLOGIE
37,PATH,Pathologie,3708,LIQCYT,Liquide cytologie,-,NM,PATHOLOGIE
37,PATH,Pathologie,3709,PUN,Ponction,-,NM,PATHOLOGIE
37,PATH,Pathologie,3710,IHC,IHC,-,NM,PATHOLOGIE
37,PATH,Pathologie,3711,FISHT,FISH tissue,-,NM,PATHOLOGIE
37,PATH,Pathologie,3712,HER2,Her2 IHC,Score 0-3+,NM,PATHOLOGIE
37,PATH,Pathologie,3713,ER,ER IHC,%,NM,PATHOLOGIE
37,PATH,Pathologie,3714,PR,PR IHC,%,NM,PATHOLOGIE
37,PATH,Pathologie,3715,KI67,Ki67,%,NM,PATHOLOGIE
37,PATH,Pathologie,3716,P53,P53,%,NM,PATHOLOGIE
37,PATH,Pathologie,3717,PDL1,PD-L1,Score,NM,PATHOLOGIE
37,PATH,Pathologie,3718,MMR,MMR,-,NM,PATHOLOGIE
37,PATH,Pathologie,3719,MSI,MSI,-,NM,PATHOLOGIE
38,MOL,MolĂ©culaire,3801,PCRQ,PCR quantitative,copies/mL ou UI/mL,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3802,PCRSARS,PCR SARS-CoV-2,-,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3803,PCRVHB,PCR VHB,UI/mL,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3804,PCRVHC,PCR VHC,UI/mL,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3805,PCRVIH,PCR VIH,copies/mL,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3806,PCRCMV,PCR CMV,UI/mL,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3807,PCREBV,PCR EBV,copies/mL,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3808,PCRHSV,PCR HSV,-,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3809,PCRVZV,PCR VZV,-,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3810,PCRBK,PCR BK virus,copies/mL,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3811,PCRTB,PCR TB,-,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3812,PCRToxo,PCR Toxo,-,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3813,PCRHPV,PCR HPV,-,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3814,PCRBOR,PCR Borrelia,-,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3815,PCRFUN,PCR Fungi,-,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3816,MULTIRES,Multiplex respiratory,-,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3817,MULTIGAST,Multiplex gastro,-,NM,MOLECULAIRE
38,MOL,MolĂ©culaire,3818,MULTIMEN,Multiplex meningitis,-,NM,MOLECULAIRE
39,CYT,Chromosomique,3901,CARY,Caryotype,-,NM,CYTOGENETIQUE
39,CYT,Chromosomique,3902,CARYMED,Caryotype médullaire,-,NM,CYTOGENETIQUE
39,CYT,Chromosomique,3903,FISH,FISH,-,NM,CYTOGENETIQUE
39,CYT,Chromosomique,3904,FISHHER2,FISH HER2,Ratio,NM,CYTOGENETIQUE
39,CYT,Chromosomique,3905,FISH1P19Q,FISH 1p19q,-,NM,CYTOGENETIQUE
39,CYT,Chromosomique,3906,FISHBCR,FISH BCR-ABL,%,NM,CYTOGENETIQUE
39,CYT,Chromosomique,3907,FISHMLL,FISH MLL,-,NM,CYTOGENETIQUE
40,NGS,NGS,4001,NGS_PANEL,NGS panel,-,NM,MOLECULAIRE
40,NGS,NGS,4002,NGS_ADN,NGS ADN,-,NM,MOLECULAIRE
40,NGS,NGS,4003,NGS_ARN,NGS ARN,-,NM,MOLECULAIRE
40,NGS,NGS,4004,NGS_LIQ,NGS liquid biopsy,-,NM,MOLECULAIRE
40,NGS,NGS,4005,SANGER,Seq Sanger,-,NM,MOLECULAIRE
40,NGS,NGS,4006,PYRO,Pyrosequencing,-,NM,MOLECULAIRE
40,NGS,NGS,4007,METH,Methylation,-,NM,EPIGENETIQUE
40,NGS,NGS,4008,MGMT,MGMT methylation,%,NM,EPIGENETIQUE
41,GEN,Genetique,4101,FRAGILE,Fragile X,-,NM,MOLECULAIRE
41,GEN,Genetique,4102,BRCA,BRCA1/2,-,NM,MOLECULAIRE
41,GEN,Genetique,4103,FV,Factor V Leiden,-,NM,MOLECULAIRE
41,GEN,Genetique,4104,PROT_GEN,Prothrombin mutation,-,NM,MOLECULAIRE
41,GEN,Genetique,4105,HFE,HFE,-,NM,MOLECULAIRE
41,GEN,Genetique,4106,HLA-B27,HLA-B27,-,NM,MOLECULAIRE
41,GEN,Genetique,4107,HLA-TYP,HLA typing,-,NM,MOLECULAIRE
41,GEN,Genetique,4108,CLON-Ig,Clonality Ig,-,NM,MOLECULAIRE
41,GEN,Genetique,4109,CLON-TCR,Clonality TCR,-,NM,MOLECULAIRE
41,GEN,Genetique,4110,MICROS,Microsatellites,-,NM,MOLECULAIRE
42,PHAR,Pharmacogenetique,4201,DPD,DPD genotyping,-,NM,PHARMACOGENETIQUE
42,PHAR,Pharmacogenetique,4202,TPMT,TPMT genotyping,-,NM,PHARMACOGENETIQUE
42,PHAR,Pharmacogenetique,4203,CYP2C19,CYP2C19,-,NM,PHARMACOGENETIQUE
42,PHAR,Pharmacogenetique,4204,CYP2D6,CYP2D6,-,NM,PHARMACOGENETIQUE
42,PHAR,Pharmacogenetique,4205,CYP3A5,CYP3A5,-,NM,PHARMACOGENETIQUE
42,PHAR,Pharmacogenetique,4206,UGT1A1,UGT1A1,-,NM,PHARMACOGENETIQUE
43,ENDO,Endocrinologie,4301,PSA,PSA total,ng/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4302,FREEPSA,Free PSA,ng/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4303,FP_RATIO,fPSA ratio,%,NM,TUMORAL
43,ENDO,Endocrinologie,4304,CEA,CEA,ng/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4305,AFP,AFP,ng/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4306,CA125,CA125,U/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4307,CA153,CA153,U/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4308,CA199,CA199,U/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4309,CA2729,CA27.29,U/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4310,CA724,CA72-4,U/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4311,CYFRA,CYFRA 21-1,ng/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4312,NSE,NSE,ng/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4313,PROGRP,ProGRP,pg/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4314,S100,S100,Âµg/L,NM,TUMORAL
43,ENDO,Endocrinologie,4315,HE4,HE4,pmol/L,NM,TUMORAL
43,ENDO,Endocrinologie,4316,ROMA,ROMA index,-,NM,TUMORAL
43,ENDO,Endocrinologie,4317,THYROG_ENDO,Thyroglobulin,ng/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4318,TGAB,TgAb,UI/mL,NM,TUMORAL
43,ENDO,Endocrinologie,4319,B2M,?2-microglobuline,mg/L,NM,TUMORAL
44,IMM2,Immunitaire 2,4401,ANA2,ANA,-,NM,IMMUNOLOGIE
44,IMM2,Immunitaire 2,4402,PROTEIN-E2,Protein electro,-,NM,IMMUNOLOGIE
45,ENDO2,Endocrine fertility,4501,FSH_ENDO2,FSH,UI/L,NM,FERTILITE
45,ENDO2,Endocrine fertility,4502,LH_ENDO2,LH,UI/L,NM,FERTILITE
45,ENDO2,Endocrine fertility,4503,PRL_ENDO2,Prolactine,mUI/L ou ng/mL,NM,FERTILITE
45,ENDO2,Endocrine fertility,4504,E2,Śstradiol,pmol/L ou pg/mL,NM,FERTILITE
45,ENDO2,Endocrine fertility,4505,PROG,Progestérone,nmol/L ou ng/mL,NM,FERTILITE
45,ENDO2,Endocrine fertility,4506,TESTO_ENDO2,TESTO,nmol/L ou ng/mL,NM,FERTILITE
45,ENDO2,Endocrine fertility,4507,FREE_TESTO,Free Testo,pg/mL ou pmol/L,NM,FERTILITE
45,ENDO2,Endocrine fertility,4508,SHBG,SHBG,nmol/L,NM,FERTILITE
45,ENDO2,Endocrine fertility,4509,AMH,AMH,ng/mL ou pmol/L,NM,FERTILITE
45,ENDO2,Endocrine fertility,4510,INHIBB,Inhibin B,pg/mL,NM,FERTILITE
45,ENDO2,Endocrine fertility,4511,DHEA,DHEA,ng/mL,NM,FERTILITE
45,ENDO2,Endocrine fertility,4512,DHEA-S,DHEA-S,µmol/L ou ng/mL,NM,FERTILITE
45,ENDO2,Endocrine fertility,4513,ANDRO,Androstenedione,ng/mL,NM,FERTILITE
45,ENDO2,Endocrine fertility,4514,17OHP,17-OHP,ng/mL,NM,FERTILITE
45,ENDO2,Endocrine fertility,4515,DHT,DHT,ng/mL,NM,FERTILITE
45,ENDO2,Endocrine fertility,4516,HCG,hCG totale,UI/L,NM,FERTILITE
45,ENDO2,Endocrine fertility,4517,HCGb,hCGb,UI/L,NM,FERTILITE
46,ADREN,SurrĂ©nalien,4601,ACTH,ACTH,pg/mL ou pmol/L,NM,HYPOPHYSAIRE
46,ADREN,SurrĂ©nalien,4602,CORT,Cortisol,µg/dL ou nmol/L,NM,SURRENAL
46,ADREN,SurrĂ©nalien,4603,FCORT,Free Cortisol,µg/24h ou nmol/24h,NM,SURRENAL
46,ADREN,SurrĂ©nalien,4604,SCORT,Salivary Cortisol,ng/mL,NM,SURRENAL
46,ADREN,SurrĂ©nalien,4605,ALDO,Aldosterone,ng/dL ou pmol/L,NM,SURRENAL
46,ADREN,SurrĂ©nalien,4606,REN,Renin,ng/mL/h,NM,SURRENAL
46,ADREN,SurrĂ©nalien,4607,PRA,PRA,ng/mL/h,NM,SURRENAL
47,GH,Hypophysaire,4701,GH,GH,ng/mL,NM,HYPOPHYSAIRE
47,GH,Hypophysaire,4702,IGF1,IGF-1,ng/mL,NM,HYPOPHYSAIRE
47,GH,Hypophysaire,4703,IGFBP3,IGFBP-3,mg/L,NM,HYPOPHYSAIRE
48,OS,Osseux,4801,PTH,PTH,pg/mL ou pmol/L,NM,OSSEUX
48,OS,Osseux,4802,VITD_OS,Vitamin D,ng/mL,NM,OSSEUX
48,OS,Osseux,4803,1_25VIT,"1,25 Vit D",pg/mL,NM,OSSEUX
48,OS,Osseux,4804,OSTEO,Osteocalcin,ng/mL,NM,OSSEUX
48,OS,Osseux,4805,P1NP,P1NP,Âµg/L,NM,OSSEUX
48,OS,Osseux,4806,CTX,CTX,ng/mL,NM,OSSEUX
48,OS,Osseux,4807,BALP,BALP,U/L ou %,NM,OSSEUX
49,GAST,Digestif,4901,GAST,Gastrin,pg/mL,NM,DIGESTIF
49,GAST,Digestif,4902,VIP,VIP,pg/mL,NM,DIGESTIF
50,PAN2,PancrĂ©atique 2,5001,GLUC,Glucagon,pg/mL,NM,PANCREATIQUE
50,PAN2,PancrĂ©atique 2,5002,INS,Insulin,ÂµU/mL,NM,PANCREATIQUE
50,PAN2,PancrĂ©atique 2,5003,CPEP,C-peptide,ng/mL,NM,PANCREATIQUE
50,PAN2,PancrĂ©atique 2,5004,PROINS,Proinsulin,pmol/L,NM,PANCREATIQUE
51,VIR,Virale,5101,HBsAg,HBsAg,-,NM,VIRALE
51,VIR,Virale,5102,HBsAb,HBsAb,mUI/mL,NM,VIRALE
51,VIR,Virale,5103,HBcAb,HBcAb,-,NM,VIRALE
51,VIR,Virale,5104,HBeAg,HBeAg,-,NM,VIRALE
51,VIR,Virale,5105,HBeAb,HBeAb,-,NM,VIRALE
51,VIR,Virale,5106,HCVAB,HCV Ab,-,NM,VIRALE
51,VIR,Virale,5107,HIVAB,HIV Ab/Ag,-,NM,VIRALE
51,VIR,Virale,5108,HIVVL,HIV Viral Load,copies/mL,NM,VIRALE
51,VIR,Virale,5109,EBV_VCA_IgG,EBV VCA IgG,UI/mL,NM,VIRALE
51,VIR,Virale,5110,EBV_VCA_IgM,EBV VCA IgM,-,NM,VIRALE
51,VIR,Virale,5111,EBNA_IgG,EBNA IgG,-,NM,VIRALE
51,VIR,Virale,5112,CMV_IgG,CMV IgG,UI/mL,NM,VIRALE
51,VIR,Virale,5113,CMV_IgM,CMV IgM,-,NM,VIRALE
51,VIR,Virale,5114,HSV_IgG,HSV 1/2 IgG,-,NM,VIRALE
51,VIR,Virale,5115,HSV_IgM,HSV 1/2 IgM,-,NM,VIRALE
51,VIR,Virale,5116,VZV_IgG,VZV IgG,-,NM,VIRALE
51,VIR,Virale,5117,VZV_IgM,VZV IgM,-,NM,VIRALE
51,VIR,Virale,5118,RUB_IgG,Rubella IgG,UI/mL,NM,VIRALE
51,VIR,Virale,5119,RUB_IgM,Rubella IgM,-,NM,VIRALE
51,VIR,Virale,5120,MEAS_IgG,Measles IgG,-,NM,VIRALE
51,VIR,Virale,5121,MEAS_IgM,Measles IgM,-,NM,VIRALE
51,VIR,Virale,5122,MUMPS_IgG,Mumps IgG,-,NM,VIRALE
51,VIR,Virale,5123,MUMPS_IgM,Mumps IgM,-,NM,VIRALE
51,VIR,Virale,5124,PARVO_IgG,Parvovirus B19 IgG,-,NM,VIRALE
51,VIR,Virale,5125,PARVO_IgM,Parvovirus B19 IgM,-,NM,VIRALE
51,VIR,Virale,5126,DENGUE_IgG,Dengue IgG,-,NM,VIRALE
51,VIR,Virale,5127,DENGUE_IgM,Dengue IgM,-,NM,VIRALE
51,VIR,Virale,5128,ZIKA_IgG,Zika IgG,-,NM,VIRALE
51,VIR,Virale,5129,ZIKA_IgM,Zika IgM,-,NM,VIRALE
51,VIR,Virale,5130,CHIK_IgG,Chikungunya IgG,-,NM,VIRALE
51,VIR,Virale,5131,CHIK_IgM,Chikungunya IgM,-,NM,VIRALE
52,PAR,Parasitaire,5201,TOXO_IgG,Toxo IgG,UI/mL,NM,PARASITAIRE
52,PAR,Parasitaire,5202,TOXO_IgM,Toxo IgM,-,NM,PARASITAIRE
52,PAR,Parasitaire,5203,TOXO_PCR,Toxo PCR,-,NM,PARASITAIRE
52,PAR,Parasitaire,5204,HYDAT,Hydatidosis,-,NM,PARASITAIRE
52,PAR,Parasitaire,5205,LEISH,Leishmania,-,NM,PARASITAIRE
52,PAR,Parasitaire,5206,MALARIA,Malaria,-,NM,PARASITAIRE
52,PAR,Parasitaire,5207,SHISTO,Schistosoma,-,NM,PARASITAIRE
52,PAR,Parasitaire,5208,STRONGY,Strongyloides,-,NM,PARASITAIRE
53,TOX2,Toxiques 2,5301,PB2,Plomb,µmol/L,NM,TOXIQUE
53,TOX2,Toxiques 2,5302,AS2,Arsenic,µmol/L,NM,TOXIQUE
53,TOX2,Toxiques 2,5303,HG2,Mercure,µg/L,NM,TOXIQUE
54,VIT2,Vitamines,5401,FOL_VIT2,Folate,ng/mL,NM,CARENCES
54,VIT2,Vitamines,5402,RBCFOL,RBC Folate,ng/mL,NM,CARENCES
54,VIT2,Vitamines,5403,VITB12_VIT2,Vitamin B12,pg/mL,NM,CARENCES
54,VIT2,Vitamines,5404,VITB1,Vitamin B1,nmol/L,NM,CARENCES
54,VIT2,Vitamines,5405,VITB6,Vitamin B6,nmol/L,NM,CARENCES
54,VIT2,Vitamines,5406,VITA,Vitamin A,µmol/L,NM,CARENCES
54,VIT2,Vitamines,5407,VITE,Vitamin E,µmol/L,NM,CARENCES
54,VIT2,Vitamines,5408,VITC,Vitamin C,mg/L,NM,CARENCES
55,MOLEC,MolĂ©culaire divers,5501,ECBU2,ECBU,-,NM,MICROBIOLOGIE
55,MOLEC,MolĂ©culaire divers,5502,CSU2,CSU,UFC/mL,NM,MICROBIOLOGIE
